n_samples,time,memory,MAE,RMSE,R2
100,0.0345312,0.33956640625,28984.6276114,43168.4544304,-0.045170999999999996
200,0.17796280000000003,0.141310546875,28064.267131599998,39729.707330799996,-0.0291734
300,0.2054372,0.37918359375,27486.922664399997,39049.947591599994,-0.0212212
400,0.32403600000000005,0.11177734375000001,26858.1504404,40737.335069,-0.0162412
500,0.350676,0.360173828125,27553.710230800003,43251.5801076,0.0007711999999999997
600,0.4396586,0.17274218749999998,28169.821746399997,46511.3641348,0.012867400000000001
700,0.4759536,0.348173828125,29011.150507000002,50135.95621719999,0.0498242
800,0.5464545999999999,0.35896484375000004,29630.624298600003,52851.3787172,0.0534662
900,0.603085,0.4456894531250001,29760.1848396,52998.6585068,0.0806742
1000,0.6574712,0.42092773437500003,29529.358767600002,52828.4133256,0.0865444
1100,0.7211874,0.477125,29415.802057600005,52550.22869440001,0.108115
1200,0.7709428,0.587669921875,29452.937196000003,52390.996044,0.129277
1300,0.8411669999999999,0.527423828125,29021.2028742,51446.8057514,0.14236339999999997
1400,0.8859512,0.61132421875,28955.7851478,51332.6134108,0.154
1500,0.9465792000000001,0.598724609375,29071.103569600004,51180.103077399996,0.1594946
1600,0.984051,0.7457890625000001,28963.7895188,51082.1592074,0.16156540000000003
1700,1.0334188000000002,0.779087890625,28737.3198972,50834.0423218,0.16936520000000002
1800,1.0892144,0.721783203125,28470.050926199998,50323.089099599994,0.1737494
1900,1.1687117999999999,0.65479296875,28352.018237599998,49993.1463168,0.17757039999999996
2000,1.2224933999999998,0.6826308593749999,28081.662315400004,49381.936218400006,0.17729100000000003
2100,1.2603421999999997,0.77061328125,27878.9760146,48857.902562999996,0.1845162
2200,1.308026,0.744,27871.537358399997,48744.8629474,0.19068020000000002
2300,1.3539400000000001,0.7076191406250001,27709.5110536,48405.130360200004,0.1929302
2400,1.438113,0.455044921875,27607.902075799997,48182.828988199995,0.19588619999999998
2500,1.4667436000000003,0.5075820312499999,27538.820733200002,47993.2832974,0.2011748
2600,1.4964964000000003,0.550525390625,27595.782009,48343.640045,0.20463979999999998
2700,1.5446204,0.5366757812499999,27563.749159,48407.10126119999,0.2034344
2800,1.5750731999999998,0.579796875,27556.612569999998,48337.854437400005,0.209978
2900,1.6282212,0.5420234374999999,27571.399293200004,48487.022865599996,0.21851659999999998
3000,1.6588933999999997,0.5846953125,27470.058878600004,48458.830274,0.22522199999999998
3100,1.6980331999999998,0.5421015625000001,27333.71605,48294.0486134,0.2321596
3200,1.7285592,0.573146484375,27197.419085399997,48328.5814518,0.2367402
3300,1.7812148,0.39378515625,27221.9733976,48438.8917032,0.2356608
3400,1.8072583999999998,0.42347460937500003,27145.022438200005,48241.310367599996,0.23710199999999998
3500,1.833924,0.45069140625,27098.148174,48167.5827092,0.23887680000000003
3600,1.8618416000000004,0.483298828125,27024.788555,47920.2364894,0.2412456
3700,1.8903955999999997,0.5132031249999999,26893.69513,47605.7293352,0.24325020000000003
3800,1.9195744000000001,0.538490234375,26815.3645604,47339.4876348,0.24592840000000002
3900,1.9492918,0.5597597656250001,26703.735468399995,47161.8304104,0.24829280000000004
4000,1.9929070000000002,0.46672851562499995,26630.446393599996,46987.1878228,0.250015
4100,2.0297625999999998,0.509830078125,26652.594995,47139.8199954,0.25297780000000003
4200,2.0592186,0.5449472656250001,26588.106224,46972.260641400004,0.2557174
4300,2.1019067999999996,0.43328515625,26560.446188200003,47027.623961799996,0.25558759999999997
4400,2.1292184,0.47415234375000004,26428.649568200002,46776.18763,0.2597952
4500,2.1657830000000002,0.5120390625,26387.9000894,46737.00875659999,0.2634614
4600,2.1952588,0.5448828125,26323.034995,46737.81325399999,0.26445660000000004
4700,2.2252292000000002,0.5715878906249999,26294.668490599997,46857.635144399996,0.2640576
4800,2.2873726000000003,0.420658203125,26210.697091799997,46724.8669068,0.26607400000000003
4900,2.3140448,0.45729296875000003,26171.8179676,46647.714905,0.26873699999999995
5000,2.3414682000000004,0.48156640624999997,26230.086628600002,46967.5537072,0.2672558
5100,2.3697234,0.507494140625,26213.6585486,46976.963872600005,0.2683002
5200,2.3988024,0.538404296875,26215.017203000003,47049.38478,0.2697362
5300,2.4283918,0.561513671875,26107.236685,46824.956003399995,0.2717232
5400,2.4589980000000002,0.58781640625,26033.3652734,46646.6960138,0.2729052
5500,2.5000738,0.518763671875,25965.6802256,46491.4967892,0.27495939999999996
5600,2.5292686000000004,0.541169921875,25904.1353012,46470.834774200004,0.277244
5700,2.558812,0.5619609375000001,25880.863318199998,46508.0475508,0.27789359999999996
5800,2.5890056,0.5791269531250001,25861.393987,46399.351053000006,0.2788394
5900,2.6455158,0.43788867187499997,25792.0753526,46318.053613,0.27893920000000005
6000,2.6720836,0.45427929687499996,25749.153562,46193.9039152,0.2813198
6100,2.6993793999999998,0.474890625,25696.8195878,46059.654112200005,0.2808974
6200,2.7271062,0.493017578125,25634.245989,45885.242600599995,0.283201
6300,2.7551693999999998,0.507263671875,25577.701283399998,45743.292664399996,0.2865476
6400,2.7836335999999995,0.520126953125,25514.9518548,45754.01979099999,0.2872834
6500,2.8217074,0.436642578125,25511.474862799998,45808.3782988,0.2869156
6600,2.8484314,0.45257812500000005,25505.6047666,45762.6180904,0.2871716
6700,2.8753724000000003,0.4667890625,25459.829656,45638.940153999996,0.288424
6800,2.9027269999999996,0.4792734375,25413.177533200003,45569.82567120001,0.2912274
6900,2.9303286,0.49191796875,25368.918044,45486.3528788,0.2927126
7000,2.9677271999999997,0.40491992187500003,25318.956585800002,45382.45850560001,0.2936572
7100,3.0068012,0.277091796875,25252.375422400004,45268.4626738,0.29309979999999997
7200,3.0287316,0.28705078125000005,25184.5488648,45136.071508400004,0.29276359999999996
7300,3.0508602,0.30038085937500003,25146.530797800002,45082.63278100001,0.2916194
7400,3.0735084,0.31900585937500003,25161.5476538,45033.804754000004,0.2925434
7500,3.1065137999999997,0.22749609375,25173.7056892,44999.548341,0.2920682
7600,3.1267588,0.23259570312499997,25135.151204200003,44871.0342714,0.2936118
7700,3.1471218000000003,0.239076171875,25112.5643048,44791.7989892,0.29319719999999994
7800,3.1681346,0.251134765625,25122.847051200002,44834.8053978,0.29484319999999997
7900,3.1892858,0.26007421875,25130.672435599998,44856.6728294,0.29667760000000004
8000,3.2104134,0.263609375,25098.285564600003,44796.903875,0.2975334
8100,3.2317956000000003,0.270873046875,25017.4922076,44624.582783800004,0.2986986
8200,3.2533271999999998,0.277396484375,24939.3471052,44478.8767232,0.3000152
8300,3.2751362,0.283837890625,24907.481039,44419.739963600005,0.2999362
8400,3.2970566,0.28953515625000004,24901.1101362,44414.4179302,0.3006878
8500,3.3194946,0.30336132812500005,24922.573424,44499.40680679999,0.30377200000000004
8600,3.3421182000000003,0.310794921875,24931.1908434,44623.510221799996,0.30503040000000003
8700,3.3649674,0.318703125,24899.696961,44613.2563078,0.3062586
8800,3.3879400000000004,0.32533984375,24854.411034,44511.229760400005,0.3072106
8900,3.4111572000000003,0.33501562500000004,24803.3037098,44434.638832799996,0.308409
9000,3.4344490000000008,0.339513671875,24750.9837424,44342.232001799995,0.3092076
9100,3.4680410000000004,0.24685742187499998,24719.978774799998,44271.8984452,0.3102174
9200,3.4890708000000004,0.25317578124999995,24717.1160938,44239.760494400005,0.311261
9300,3.5102736,0.26136523437500003,24747.058371599996,44302.68116379999,0.31330899999999995
9400,3.5315497999999996,0.26376367187499994,24696.1528242,44212.2634922,0.3147722
9500,3.564532,0.154427734375,24669.3816178,44155.3892934,0.3162986
9600,3.5829664,0.15948632812500002,24641.412103000002,44115.8551394,0.31687339999999997
9700,3.601335,0.162576171875,24644.5053984,44161.28680059999,0.3188992
9800,3.6199326,0.16699609375,24638.287884999998,44171.578155,0.3190762
9900,3.6488014,0.06372851562500001,24642.9842312,44296.128415,0.3177376
10000,3.6644354,0.0637265625,24654.7400432,44401.000681599995,0.31629019999999997
10100,3.6800386000000005,0.064244140625,24651.0733106,44422.4397292,0.31677000000000005
10200,3.6956844,0.065484375,24650.4747284,44381.9652846,0.3172486
10300,3.7113026000000007,0.066197265625,24632.6919784,44322.9050862,0.31778580000000006
10400,3.7269736,0.06764453125,24650.046024799998,44385.467642999996,0.3178544
10500,3.7426597999999998,0.06887109375,24638.295941,44333.25107099999,0.3181958
10600,3.7584220000000004,0.070322265625,24633.008465400002,44334.00227320001,0.3190354
10700,3.7742716,0.0710546875,24610.869294800003,44304.59483159999,0.320594
10800,3.7901148,0.07241796874999999,24583.8009852,44262.3402566,0.32307600000000003
10900,3.805955,0.073255859375,24562.844697599998,44260.6873244,0.32428660000000004
11000,3.8218379999999996,0.07439648437499999,24531.6855928,44162.7462372,0.3245574
11100,3.8377116,0.075013671875,24527.4857144,44150.329112399995,0.32452080000000005
11200,3.8535678000000004,0.07542578125,24524.048171000002,44102.5460396,0.3250362
11300,3.8694982,0.075755859375,24518.287843799997,44070.7554066,0.326183
11400,3.8853952,0.076478515625,24487.534207400004,43999.1225024,0.3267674
11500,3.9013984,0.077623046875,24495.653281799998,44076.9909874,0.3249828
11600,3.917396,0.07884960937499999,24493.8683254,44125.238539800004,0.3257362
11700,3.9334029999999998,0.0794921875,24473.820483199997,44109.913434,0.32621120000000003
11800,3.9494274,0.0804296875,24512.188956799997,44276.63642120001,0.32509160000000004
11900,3.9654316,0.0804296875,24530.2624242,44295.5953344,0.32364279999999995
12000,3.9814358,0.0804296875,24519.3595984,44234.164422999995,0.32361959999999995
12100,3.997477,0.08125390625,24521.5706436,44256.929166400005,0.322655
12200,4.0135462,0.082091796875,24487.2124966,44167.1611372,0.323003
12300,4.0296351999999995,0.08351953125,24449.0395088,44082.2947408,0.32329379999999996
12400,4.0457138,0.083830078125,24404.244342,43977.783203000006,0.3241024
12500,4.061884,0.08506640625,24402.2221904,44005.6483006,0.3251026
12600,4.0781312,0.08642578125,24353.7730018,43901.5274466,0.3261298
12700,4.0943352,0.08642578125,24334.636968,43860.8751348,0.3267202
12800,4.1105848,0.08642578125,24285.1997072,43760.182759200005,0.3276274
12900,4.126836,0.08663671875,24278.132402,43707.82600839999,0.3269278
13000,4.1430696,0.08726953125,24248.6413866,43632.78932640001,0.32725540000000003
13100,4.1593164,0.087580078125,24242.972669999996,43649.9773972,0.3266094
13200,4.1755288,0.087580078125,24237.893994399998,43670.05332779999,0.3259258
13300,4.191788600000001,0.0879921875,24247.404516799998,43695.2945888,0.3251462
13400,4.208133999999999,0.08954882812500001,24238.263465,43684.9125728,0.3245946
13500,4.224497600000001,0.09006054687500001,24234.8830534,43686.17770099999,0.32357779999999997
13600,4.240874600000001,0.09119140625000001,24215.274917,43634.0515558,0.3249404
13700,4.2572242000000005,0.09223046875,24208.692386000002,43603.618735799995,0.3268316
13800,4.2736692,0.093375,24211.003713,43596.780994199995,0.3287618
13900,4.2900350000000005,0.093892578125,24192.590294,43558.338803000006,0.3293964
14000,4.306504200000001,0.09524218749999999,24167.460589999995,43502.6858798,0.3297104
14100,4.322891999999999,0.09524218749999999,24161.123528999997,43486.40714499999,0.32966360000000006
14200,4.3393966,0.09555859375,24158.515792,43462.674165799996,0.3295288
14300,4.3558898,0.095875,24175.9994342,43500.175560400006,0.32895759999999996
14400,4.3723874,0.095984375,24158.198628,43436.7246076,0.328816
14500,4.3888574,0.095984375,24128.194965799998,43369.8320816,0.3290794
14600,4.405395,0.096712890625,24115.296338199998,43325.8592736,0.3300716
14700,4.4218714,0.097330078125,24082.355248,43249.8158096,0.3304522
14800,4.4385338,0.099509765625,24069.010075600003,43211.5317054,0.3313654
14900,4.4552195999999995,0.10105664062500001,24077.4530724,43236.064700400006,0.331519
15000,4.4718666,0.102095703125,24078.767988600004,43235.31532800001,0.3320618
15100,4.488474,0.10262304687500001,24079.757454399998,43216.7063932,0.3327178
15200,4.5051993999999995,0.10376171875,24079.223494399997,43204.481923,0.332699
15300,4.522028399999999,0.105625,24123.170804600002,43337.9265738,0.3334184
15400,4.5388294,0.10687109375,24133.3562208,43389.7549396,0.3351574
15500,4.555867000000001,0.108642578125,24150.269282999998,43505.465748200004,0.3355156
15600,4.5727674,0.10885156249999998,24144.9302848,43478.3412776,0.335377
15700,4.5896182,0.10885156249999998,24118.2481414,43455.7276906,0.3351398
15800,4.606618800000001,0.110322265625,24133.768376,43464.58649619999,0.3347264
15900,4.623582000000001,0.11124609374999998,24129.490906,43458.810138400004,0.3351326
16000,4.640540199999999,0.11165820312500001,24132.4756302,43432.5912714,0.3346916
16100,4.657648399999999,0.11228515625000002,24125.052539399996,43398.28411560001,0.3350014
16200,4.6747222,0.11228515625000002,24111.92937,43367.675604200005,0.3356072
16300,4.6916778,0.11228515625000002,24115.909036999998,43390.8017194,0.33474899999999996
16400,4.7087388,0.11249609375,24129.571880199997,43382.785520800004,0.334759
16500,4.725799,0.11332421875000001,24154.621529400003,43446.1949118,0.3341328
16600,4.7428002000000005,0.11363671874999999,24161.636728,43531.3406234,0.33320340000000004
16700,4.7599102,0.11478906250000001,24180.0670466,43610.468028999996,0.33351420000000004
