n_samples,time,memory,MAE,RMSE,R2
0.0,0.004679450533983659,0.0103102123150577,2.0493901531919114e-06,7.014271166700077e-06,0.1273815583383246
0.0,0.04366402001992029,0.14796900902859372,3.7815340802377995e-06,3.6742346141747733e-06,0.058551430974827595
0.0,0.04379308073543124,0.05714244197285923,1.516575088810309e-06,2.1213203435596407e-06,0.03550568927650892
0.0,0.04514079704325123,0.27684821269219867,2.509980079602228e-06,2.0736441353327684e-06,0.023656169759705397
0.0,0.04372680324697884,0.4165476404102399,2.966479394838267e-06,2.6076809620810524e-06,0.033750087693219404
0.0,0.045811415646102874,0.5613365493004222,6.655824516917496e-06,2.354782367863323e-05,0.0353469671754169
0.0,0.06637018991384613,0.9598359126783705,4.1833001326703735e-06,1.370036495864253e-05,0.03854395006093693
0.0,0.08117711210064077,1.0598149520333642,5.2630789467763134e-06,1.014889156509223e-05,0.03673510716875616
0.0,0.11526017978339266,1.1690143578677987,4.3817804600413335e-06,6.024948132556833e-06,0.037979992426276234
0.0,0.14142303868959974,1.3274752420174936,4.3011626335213165e-06,6.2289646009589805e-06,0.04227554637967438
0.0,0.16719533021798194,1.2676201503018776,2.607680962081051e-06,5.357238094391568e-06,0.032704926949926064
0.0,0.19150569769252293,1.3093027335752352,3.5355339059327437e-06,7.395944834840237e-06,0.041695697575409384
0.0,0.220840163608887,1.3017031865721769,5.263078946776308e-06,8.396427811873347e-06,0.04655314276931258
0.0,0.25381449927594757,1.3116064620558876,6.655824516917483e-06,9.093954035511753e-06,0.054300924971863965
0.0,0.2777774776681868,1.2537025165484832,7.049822692805819e-06,1.0454664030948119e-05,0.05743177418642054
0.0,0.3175241822433371,1.1594093323757575,8.142481194328908e-06,1.2657013865837397e-05,0.056195164243020054
0.0,0.3529225105015264,1.0942486006388128,6.6932802122725995e-06,1.1326958991715308e-05,0.05590635320605342
0.0,0.38121267457155733,1.0602971281673832,5.899152481501058e-06,1.0109401564880079e-05,0.05553946646124717
0.0,0.41073429511278936,1.1072488428533127,6.760177512462247e-06,1.2214745187681977e-05,0.05740657034434298
0.0,0.44248082072876327,1.2306624232501777,7.29383301152417e-06,1.2529964086141679e-05,0.056231263977435185
0.0,0.4728975667819617,1.2079321172979878,8.228000972289675e-06,1.2461942063739483e-05,0.058629294190703
0.0,0.49734679505723167,1.1982779310326968,8.803408430829515e-06,1.1861703081766959e-05,0.058583743002645364
0.0,0.531570244437459,1.1534816860271342,8.955445270895286e-06,1.2501999840025585e-05,0.054774157350889474
0.0,0.5579424652585603,1.2986261971791575,8.018728078691765e-06,1.167475909815701e-05,0.054044409313082506
0.0,0.5899322823517967,1.3220136156636209,8.031189202104494e-06,1.1991663771137004e-05,0.05264242638309903
0.0,0.5933916840643285,1.3433167906342867,7.162401831787972e-06,1.1247221879202002e-05,0.050789221546505316
0.0,0.6192754482390691,1.302562858368071,7.085195833567332e-06,1.0853570840972122e-05,0.05076432115373947
0.0,0.6330685866683008,1.1715075757330808,6.140032573203509e-06,1.0059821071967416e-05,0.04795719590739225
0.0,0.6694508867178381,1.0564090116995406,5.412947441089748e-06,9.364827814754534e-06,0.04435790397212203
0.0,0.6900059679699878,1.176957943173842,5.700877125495715e-06,8.792041856133327e-06,0.041191996076907954
0.0,0.7185688280570623,1.239072233568326,5.4037024344425186e-06,8.074651695274547e-06,0.037839562983734365
0.0,0.7541800660018135,1.191419321649603,5.683308895353144e-06,7.791020472312986e-06,0.03679082376490094
0.0,0.7890088685393216,1.2797538825883672,5.176871642217911e-06,7.368853370776202e-06,0.03582318506637845
0.0,0.8124432562565218,1.3362148030911796,5.019960159204444e-06,7.402702209328705e-06,0.03488325523370777
0.0,0.844411311923283,1.3791011565508893,4.159326868617094e-06,8.288546314040816e-06,0.035626908240822694
0.0,0.8758570802666951,1.4173849159631975,3.43511280746352e-06,7.924645102463577e-06,0.03613832067625722
0.0,0.9081862954051334,1.4195527464662947,3.114482300479482e-06,7.968688725254608e-06,0.0356910116177729
0.0,0.9422426400702211,1.4404270200187166,3.361547262794316e-06,8.44393273303381e-06,0.03728319454124069
0.0,0.9781159865482724,1.4903959205526562,2.607680962081059e-06,8.561541917201582e-06,0.03518562749902295
0.0,1.0110476444296281,1.540973718140579,2.7018512172212555e-06,9.396807968666814e-06,0.036817054924314634
0.0,1.0457588890960956,1.5596377784601143,2.880972058177571e-06,9.354143466934862e-06,0.03865197162500252
0.0,1.080153889538801,1.6583365159098438,3.1144823004794886e-06,1.0163660757817538e-05,0.041009737309570755
0.0,1.117999305490929,1.688558556876249,3.4205262752974172e-06,1.0977249200050066e-05,0.041602663818558545
0.0,1.1634471082940125,1.6325960921183171,3.271085446759229e-06,1.0222524150130449e-05,0.0408957437675365
0.0,1.205227180356882,1.7822934662956045,3.240370349203938e-06,9.659192512834587e-06,0.04062112618207427
0.0,1.2559910851762843,1.6531878296188853,4.2190046219457965e-06,1.035857133006285e-05,0.0424199894707672
0.0,1.3351228246585782,1.828966921516078,4.301162633521318e-06,9.939818911831344e-06,0.04184481811765944
0.0,1.3749621700813444,2.027246901588457,4.449719092257395e-06,9.679876032264045e-06,0.04127454096050008
0.0,1.42210076373712,2.092852120910601,4.449719092257385e-06,9.934787365615832e-06,0.04133793526169396
0.0,1.4726670033701779,2.150320906283525,4.449719092257395e-06,9.75704873412039e-06,0.041112921578258084
0.0,1.5231701604977368,2.1812679798685903,4.63680924774786e-06,9.528903399657293e-06,0.040821031154295945
0.0,1.570223195242224,2.1800848607336367,4.9193495504995445e-06,9.679876032264045e-06,0.04077837500808486
0.0,1.620016046739661,2.1401565363309296,5.128352561983234e-06,9.60728889958037e-06,0.040308622721447585
0.0,1.6712712638543454,2.1185797129208996,4.919349550499532e-06,9.528903399657293e-06,0.04031908144042965
0.0,1.7300408286116542,2.0943328293277554,4.919349550499529e-06,9.607288899580351e-06,0.03988327271802051
0.0,1.7816251676877775,2.1652251615016853,5.069516742254629e-06,9.528903399657271e-06,0.039541159735141794
0.0,1.8390076273261349,2.167517012620662,5.069516742254627e-06,9.949874371066206e-06,0.040739204277943385
0.0,1.897658866360074,2.142353845656688,5.069516742254625e-06,9.60728889958037e-06,0.04049741183335053
0.0,1.9559409865698403,2.122609243360634,5.403702434442525e-06,9.60728889958037e-06,0.04031622568520024
0.0,2.0081629115924087,2.1812106729979104,5.44977063737549e-06,1.0034938963441681e-05,0.040483068705324206
0.0,2.0575154277334833,2.366210049847646,5.2725705305856316e-06,1.0034938963441681e-05,0.0408134435670405
0.0,2.115096160174,2.4560028501612123,5.291502622129177e-06,1.0114346246792228e-05,0.04095704313912321
0.0,2.1769581226133634,2.504961077541925,4.9699094559156745e-06,9.710818709048185e-06,0.040230068415303494
0.0,2.23868336083058,2.5578115645997066,5.12835256198324e-06,9.710818709048163e-06,0.03969678707024034
0.0,2.3121125903829163,2.5136765901762304,5.12835256198324e-06,9.710818709048163e-06,0.040255121379769804
0.0,2.37728694190226,2.6373699020046475,5.049752469181046e-06,9.808159868191381e-06,0.04062366884342183
0.0,2.4380260572692207,2.729463317210913,5.630275304103702e-06,1.043072384832424e-05,0.04065951304061572
0.0,2.500820512039839,2.8143507244122934,5.4037024344425186e-06,1.011434624679223e-05,0.041062458569842114
0.0,2.5754825874448657,2.7394013944655864,5.319774431308156e-06,1.0305338422390614e-05,0.04048148797042915
0.0,2.645594259993055,2.744886154287642,5.338539126015651e-06,1.021273714534941e-05,0.040069384531085564
0.0,2.714598318877638,2.8046978446884436,5.319774431308159e-06,9.964938534682486e-06,0.03972288410601628
0.0,2.781908891388015,2.9085168041460583,5.319774431308159e-06,9.89949493661166e-06,0.039572155877586446
0.0,2.8519833424022134,2.974311685079423,5.4037024344425186e-06,1.011434624679223e-05,0.04013843483744726
0.0,2.9276896383701607,3.0156093911513144,5.594640292279743e-06,1.098635517357781e-05,0.042008159026551015
0.0,3.002449911226497,3.114832258725982,5.612486080160913e-06,1.173456432936477e-05,0.04337408036258522
0.0,3.0835352876817703,3.18637254570146,5.890670590009253e-06,1.173456432936477e-05,0.04359903187915989
0.0,3.155598179551414,3.2384255433775224,5.612486080160913e-06,1.1388590782006342e-05,0.04321355815366285
0.0,3.2410503456898807,3.281475277980926,5.941380311005178e-06,1.138859078200635e-05,0.04355129838248223
0.0,3.322739681343513,3.3385371047810755,5.941380311005176e-06,1.1562871615649805e-05,0.043562949750906445
0.0,3.409501596521256,3.3314291227639825,5.9329587896765296e-06,1.148041811085294e-05,0.043689207946585616
0.0,3.5134131688989694,3.2713300047534175,5.932958789676524e-06,1.1322543883774524e-05,0.043521751745535256
0.0,3.597117865858833,3.2643452636018755,5.958187643906486e-06,1.1322543883774548e-05,0.04351412292233409
0.0,3.6808420226784655,3.2548886309672715,5.59464029227974e-06,1.0853570840972103e-05,0.04361519308910601
0.0,3.7607983574938846,3.3341520661181607,5.718391382198325e-06,1.1104053313993056e-05,0.0437065026935352
0.0,3.8424741581350688,3.278010067098635,5.787918451395121e-06,1.1502173707608493e-05,0.044019238086318586
0.0,3.9288721934740005,3.2561971684773634,5.718391382198321e-06,1.1300442469213318e-05,0.04447119352232408
