,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,109,17,92,17,75,4,8192.0
1,73,15,58,3,55,4,8192.0
2,189,15,174,174,0,3,8192.0
3,172,21,151,3,148,4,8192.0
4,190,15,175,175,0,3,8192.0
