,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,35,7,28,20,8,4,6574.0
1,35,7,28,20,8,4,6574.0
2,31,5,26,22,4,4,6574.0
3,37,8,29,19,10,4,6574.0
4,33,6,27,21,6,4,6574.0
