,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,11,5,6,2,4,4,22784.0
1,13,6,7,1,6,4,22784.0
2,15,7,8,0,8,4,22784.0
3,13,6,7,1,6,4,22784.0
4,15,7,8,0,8,4,22784.0
