,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,13,6,7,1,6,4,5298.0
1,9,4,5,1,4,4,5298.0
2,13,6,7,1,6,4,5298.0
3,13,6,7,1,6,4,5298.0
4,13,6,7,1,6,4,5298.0
