,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,31,7,24,18,6,4,17379.0
1,37,9,28,19,9,4,17379.0
2,34,8,26,18,8,4,17379.0
3,29,7,22,16,6,4,17379.0
4,31,7,24,18,6,4,17379.0
