,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,69,10,59,22,37,4,6574.0
1,53,8,45,24,21,4,6574.0
2,77,11,66,26,40,4,6574.0
3,108,10,98,24,74,4,6574.0
4,147,11,136,136,0,3,6574.0
