,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,19,6,13,3,10,4,48204.0
1,20,5,15,13,2,4,48204.0
2,20,5,15,13,2,4,48204.0
3,37,10,27,12,15,4,48204.0
4,20,5,15,13,2,4,48204.0
