,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,15,7,8,0,8,4,22784.0
1,40,14,26,2,24,4,22784.0
2,9,4,5,1,4,4,22784.0
3,40,14,26,2,24,4,22784.0
4,26,7,19,0,19,4,22784.0
