,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,33,9,24,18,6,4,6574.0
1,30,5,25,22,3,4,6574.0
2,31,5,26,22,4,4,6574.0
3,33,6,27,21,6,4,6574.0
4,33,6,27,21,6,4,6574.0
