,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,82,16,66,22,44,4,22784.0
1,48,16,32,1,31,4,22784.0
2,44,11,33,2,31,4,22784.0
3,38,13,25,0,25,4,22784.0
4,46,16,30,1,29,4,22784.0
