,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,29,7,22,14,8,4,8192.0
1,29,7,22,14,8,4,8192.0
2,29,7,22,14,8,4,8192.0
3,29,7,22,14,8,4,8192.0
4,29,7,22,14,8,4,8192.0
