,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,92,31,61,33,28,6,48204.0
1,92,27,65,52,13,6,48204.0
2,76,23,53,49,4,6,48204.0
3,102,27,75,53,22,6,48204.0
4,75,23,52,46,6,6,48204.0
