,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,660,108,552,327,225,6,100000.0
1,682,116,566,181,385,6,100000.0
2,648,120,528,114,414,6,100000.0
3,699,117,582,200,382,6,100000.0
4,417,57,360,127,233,6,100000.0
