,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,59,11,48,48,0,5,15600.0
1,62,12,50,50,0,5,15600.0
2,90,21,69,41,28,6,15600.0
3,76,14,62,54,8,6,15600.0
4,55,10,45,45,0,5,15600.0
