,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,19,9,10,6,4,6,5298.0
1,27,13,14,12,2,6,5298.0
2,29,14,15,9,6,6,5298.0
3,31,15,16,8,8,6,5298.0
4,31,15,16,6,10,6,5298.0
