,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,33,16,17,9,8,6,17379.0
1,39,19,20,7,13,6,17379.0
2,41,20,21,8,13,6,17379.0
3,35,17,18,8,10,6,17379.0
4,39,19,20,8,12,6,17379.0
