,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,17,8,9,5,4,6,17379.0
1,25,12,13,6,7,6,17379.0
2,33,16,17,12,5,6,17379.0
3,33,16,17,5,12,6,17379.0
4,23,11,12,7,5,6,17379.0
