,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,19,9,10,6,4,6,13750.0
1,25,12,13,5,8,6,13750.0
2,21,10,11,5,6,6,13750.0
3,23,11,12,6,6,6,13750.0
4,21,10,11,7,4,6,13750.0
