,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,33,16,17,8,9,6,22784.0
1,33,16,17,8,9,6,22784.0
2,31,15,16,6,10,6,22784.0
3,29,14,15,3,12,6,22784.0
4,37,18,19,5,14,6,22784.0
