,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,33,16,17,7,10,6,15600.0
1,29,14,15,7,8,6,15600.0
2,41,20,21,9,12,6,15600.0
3,35,17,18,10,8,6,15600.0
4,43,21,22,10,12,6,15600.0
