,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,37,18,19,7,12,6,8192.0
1,43,21,22,4,18,6,8192.0
2,37,18,19,9,10,6,8192.0
3,33,16,17,11,6,6,8192.0
4,37,18,19,7,12,6,8192.0
