,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,86,21,65,24,41,6,15600.0
1,59,19,40,12,28,6,15600.0
2,63,17,46,22,24,6,15600.0
3,51,19,32,13,19,6,15600.0
4,55,19,36,20,16,6,15600.0
