,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,47,23,24,7,17,6,20500.0
1,43,21,22,9,13,6,20500.0
2,47,23,24,7,17,6,20500.0
3,47,23,24,6,18,6,20500.0
4,51,25,26,8,18,6,20500.0
