,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,25,7,18,18,0,4,4977.0
1,24,6,18,18,0,4,4977.0
2,23,5,18,18,0,3,4977.0
3,14,3,11,11,0,3,4977.0
4,26,8,18,18,0,4,4977.0
