,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,49,24,25,5,20,6,15600.0
1,41,20,21,5,16,6,15600.0
2,41,20,21,5,16,6,15600.0
3,45,22,23,7,16,6,15600.0
4,49,24,25,5,20,6,15600.0
