,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,29,10,19,17,2,6,48204.0
1,27,9,18,16,2,6,48204.0
2,36,9,27,18,9,6,48204.0
3,27,9,18,16,2,6,48204.0
4,27,9,18,16,2,6,48204.0
