,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,23,11,12,8,4,6,5298.0
1,23,11,12,8,4,6,5298.0
2,23,11,12,5,7,6,5298.0
3,19,9,10,6,4,6,5298.0
4,27,13,14,6,8,6,5298.0
