,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,37,18,19,11,8,6,8192.0
1,41,20,21,6,15,6,8192.0
2,41,20,21,7,14,6,8192.0
3,35,17,18,8,10,6,8192.0
4,37,18,19,7,12,6,8192.0
