,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,53,28,25,6,19,6,100000.0
1,53,28,25,7,18,6,100000.0
2,50,28,22,4,18,6,100000.0
3,54,27,27,5,22,6,100000.0
4,49,29,20,2,18,6,100000.0
