,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,11,5,6,4,2,6,13750.0
1,17,8,9,5,4,6,13750.0
2,19,9,10,6,4,6,13750.0
3,17,8,9,7,2,6,13750.0
4,25,12,13,6,7,6,13750.0
