,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,55,18,37,24,13,6,13750.0
1,54,11,43,30,13,6,13750.0
2,105,28,77,77,0,5,13750.0
3,60,15,45,22,23,6,13750.0
4,103,28,75,67,8,6,13750.0
