,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,13,6,7,3,4,6,16599.0
1,15,7,8,4,4,6,16599.0
2,19,9,10,4,6,6,16599.0
3,19,9,10,4,6,6,16599.0
4,21,10,11,5,6,6,16599.0
