,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,91,18,73,69,4,6,16599.0
1,48,11,37,37,0,5,16599.0
2,110,23,87,84,3,6,16599.0
3,71,14,57,39,18,6,16599.0
4,112,24,88,86,2,6,16599.0
