,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,27,13,14,8,6,6,8192.0
1,29,14,15,7,8,6,8192.0
2,29,14,15,7,8,6,8192.0
3,31,15,16,8,8,6,8192.0
4,31,15,16,6,10,6,8192.0
