,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,61,30,31,1,30,6,100000.0
1,55,27,28,4,24,6,100000.0
2,61,30,31,1,30,6,100000.0
3,61,30,31,1,30,6,100000.0
4,59,29,30,2,28,6,100000.0
