,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,27,13,14,8,6,6,8192.0
1,25,12,13,9,4,6,8192.0
2,27,13,14,6,8,6,8192.0
3,27,13,14,8,6,6,8192.0
4,29,14,15,7,8,6,8192.0
