,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,61,30,31,1,30,6,100000.0
1,63,31,32,0,32,6,100000.0
2,61,30,31,1,30,6,100000.0
3,61,30,31,1,30,6,100000.0
4,61,30,31,1,30,6,100000.0
