,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,106,25,81,81,0,8,16599.0
1,153,35,118,118,0,9,16599.0
2,115,28,87,87,0,8,16599.0
3,103,30,73,73,0,8,16599.0
4,116,30,86,86,0,8,16599.0
