,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,59,29,30,30,0,11,16599.0
1,63,31,32,32,0,11,16599.0
2,81,40,41,41,0,10,16599.0
3,57,28,29,29,0,12,16599.0
4,73,36,37,37,0,10,16599.0
