,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,283,124,159,159,0,16,48204.0
1,262,117,145,145,0,12,48204.0
2,295,128,167,167,0,13,48204.0
3,288,118,170,170,0,12,48204.0
4,313,137,176,176,0,13,48204.0
