,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,103,11,92,92,0,5,8192.0
1,202,16,186,186,0,4,8192.0
2,203,24,179,179,0,4,8192.0
3,174,23,151,151,0,4,8192.0
4,35,6,29,29,0,4,8192.0
