,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,127,63,64,64,0,11,22784.0
1,125,62,63,63,0,12,22784.0
2,125,62,63,63,0,12,22784.0
3,115,57,58,58,0,12,22784.0
4,133,66,67,67,0,11,22784.0
