,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,129,64,65,65,0,11,22784.0
1,137,68,69,69,0,10,22784.0
2,139,69,70,70,0,11,22784.0
3,135,67,68,68,0,10,22784.0
4,125,62,63,63,0,11,22784.0
