[100] MAE: 0.000446, RMSE: 0.000583, R2: -17.041712 – 0:00:00.050559 – 24.7 KB
[200] MAE: 0.000311, RMSE: 0.000445, R2: -8.171731 – 0:00:00.094990 – 25.76 KB
[300] MAE: 0.000254, RMSE: 0.000377, R2: -4.992398 – 0:00:00.139535 – 25.76 KB
[400] MAE: 0.000228, RMSE: 0.00034, R2: -3.56115 – 0:00:00.184068 – 25.76 KB
[500] MAE: 0.000204, RMSE: 0.000311, R2: -2.784896 – 0:00:00.228763 – 25.76 KB
[600] MAE: 0.000339, RMSE: 0.002022, R2: -107.238667 – 0:00:00.273338 – 25.76 KB
[700] MAE: 262.826861, RMSE: 2,476.090811, R2: -72,718,093,453,704.90625 – 0:00:00.317940 – 25.76 KB
[800] MAE: 805.054321, RMSE: 3,500.700565, R2: -124,076,739,328,114.078125 – 0:00:00.362653 – 25.76 KB
[900] MAE: 1,255.812954, RMSE: 4,232.277276, R2: -174,740,785,316,509.78125 – 0:00:00.407458 – 25.76 KB
[1,000] MAE: 1,404.879809, RMSE: 4,186.960237, R2: -174,484,815,973,708.53125 – 0:00:00.452257 – 25.76 KB
[1,100] MAE: 1,378.630776, RMSE: 4,023.076624, R2: -164,753,361,050,024.28125 – 0:00:00.497045 – 25.76 KB
[1,200] MAE: 892,934.805986, RMSE: 4,719,379.691436, R2: -217,346,498,225,968,447,488. – 0:00:00.541836 – 25.76 KB
[1,300] MAE: 1,841,295.844726, RMSE: 7,105,861.487924, R2: -497,402,298,378,982,064,128. – 0:00:00.586530 – 25.76 KB
[1,400] MAE: 1,955,637.407841, RMSE: 6,985,116.017733, R2: -482,964,645,093,251,678,208. – 0:00:00.631251 – 25.76 KB
[1,500] MAE: 1,902,492.114726, RMSE: 6,759,737.190477, R2: -419,558,787,791,960,539,136. – 0:00:00.675970 – 25.76 KB
[1,600] MAE: 1,815,572.699459, RMSE: 6,547,417.341513, R2: -355,724,341,153,203,945,472. – 0:00:00.720665 – 25.76 KB
[1,700] MAE: 76,749,354.481944, RMSE: 1,057,176,653.060543, R2: -8,464,328,791,199,880,740,601,856. – 0:00:00.765349 – 25.76 KB
[1,800] MAE: 707,345,529.337846, RMSE: 4,282,238,287.827734, R2: -136,451,607,470,233,898,979,426,304. – 0:00:00.810073 – 25.76 KB
[1,900] MAE: 3,978,834,233.845791, RMSE: 25,167,481,619.95892, R2: -4,626,254,280,600,986,624,932,708,352. – 0:00:00.854815 – 25.76 KB
[2,000] MAE: 10,512,109,255.443047, RMSE: 56,830,593,043.203621, R2: -21,898,703,738,092,857,241,498,550,272. – 0:00:00.899535 – 25.76 KB
[2,100] MAE: 11,472,878,980.848011, RMSE: 56,557,266,549.390762, R2: -21,487,515,975,018,766,096,425,549,824. – 0:00:00.944292 – 25.76 KB
[2,200] MAE: 12,298,142,374.472345, RMSE: 59,495,071,073.700317, R2: -24,064,329,084,259,784,515,550,969,856. – 0:00:00.989139 – 25.76 KB
[2,300] MAE: 17,282,163,895.058659, RMSE: 78,013,595,858.635956, R2: -36,691,025,433,633,921,045,006,123,008. – 0:00:01.033986 – 25.76 KB
[2,400] MAE: 17,879,725,424.813957, RMSE: 76,893,989,056.236923, R2: -35,231,839,232,538,561,633,123,827,712. – 0:00:01.078764 – 25.76 KB
[2,500] MAE: 17,554,827,765.749451, RMSE: 75,391,913,749.652267, R2: -34,478,448,185,294,570,284,797,394,944. – 0:00:01.123555 – 25.76 KB
[2,600] MAE: 17,152,220,723.43576, RMSE: 73,950,224,852.655746, R2: -33,386,030,855,533,600,299,508,826,112. – 0:00:01.168331 – 25.76 KB
[2,700] MAE: 16,738,454,722.035507, RMSE: 72,583,064,956.01152, R2: -32,368,608,277,371,054,897,888,231,424. – 0:00:01.213146 – 25.76 KB
[2,800] MAE: 19,170,309,919.867416, RMSE: 83,712,232,832.878067, R2: -43,756,615,002,806,360,131,562,897,408. – 0:00:01.258044 – 25.76 KB
[2,900] MAE: 19,301,717,726.827507, RMSE: 82,499,223,177.871658, R2: -42,699,597,404,853,211,363,773,775,872. – 0:00:01.302822 – 25.76 KB
[3,000] MAE: 18,959,599,514.623322, RMSE: 81,153,100,281.515533, R2: -41,529,293,453,223,077,535,383,814,144. – 0:00:01.347546 – 25.76 KB
[3,100] MAE: 18,534,566,570.277454, RMSE: 79,847,279,931.098099, R2: -40,784,748,397,493,746,681,342,066,688. – 0:00:01.392076 – 25.76 KB
[3,200] MAE: 18,043,331,107.691158, RMSE: 78,592,503,491.321793, R2: -40,101,704,909,043,136,785,977,180,160. – 0:00:01.436630 – 25.76 KB
[3,300] MAE: 17,576,182,622.647335, RMSE: 77,394,691,130.144424, R2: -39,391,711,392,505,194,953,228,419,072. – 0:00:01.481222 – 25.76 KB
[3,400] MAE: 17,175,023,377.168736, RMSE: 76,253,561,964.249451, R2: -37,116,397,323,959,832,965,137,039,360. – 0:00:01.525764 – 25.76 KB
[3,500] MAE: 16,741,552,826.203987, RMSE: 75,157,649,487.547012, R2: -35,278,377,415,837,541,979,780,022,272. – 0:00:01.570282 – 25.76 KB
[3,600] MAE: 16,329,355,904.458883, RMSE: 74,107,922,827.76683, R2: -33,905,328,853,320,993,580,448,219,136. – 0:00:01.614881 – 25.76 KB
[3,700] MAE: 15,939,707,028.375793, RMSE: 73,100,722,522.995239, R2: -33,311,007,756,361,480,408,120,950,784. – 0:00:01.659403 – 25.76 KB
[3,800] MAE: 19,701,764,126.587215, RMSE: 106,034,886,452.431396, R2: -68,596,499,277,928,635,986,599,739,392. – 0:00:01.704074 – 25.76 KB
[3,900] MAE: 21,552,738,056.388878, RMSE: 109,779,258,518.886063, R2: -71,878,810,369,136,342,838,301,163,520. – 0:00:01.748564 – 25.76 KB
[4,000] MAE: 23,849,914,344.038013, RMSE: 111,876,212,683.53894, R2: -74,842,760,567,257,291,754,196,434,944. – 0:00:01.793039 – 25.76 KB
[4,100] MAE: 25,797,550,368.219849, RMSE: 117,642,556,243.288376, R2: -81,117,294,544,548,354,068,142,096,384. – 0:00:01.837593 – 25.76 KB
[4,200] MAE: 27,025,720,373.389282, RMSE: 117,876,188,277.788925, R2: -77,592,810,375,706,883,641,787,285,504. – 0:00:01.882262 – 25.76 KB
[4,300] MAE: 27,028,562,038.672428, RMSE: 116,654,884,603.78624, R2: -75,055,302,064,651,925,475,030,990,848. – 0:00:01.926821 – 25.76 KB
[4,400] MAE: 26,676,704,816.215057, RMSE: 115,346,575,742.983017, R2: -73,160,621,824,552,410,985,822,945,280. – 0:00:01.971462 – 25.76 KB
[4,500] MAE: 26,239,133,250.934971, RMSE: 114,068,859,425.092728, R2: -71,770,582,978,854,331,735,154,360,320. – 0:00:02.016366 – 25.76 KB
[4,600] MAE: 27,776,061,483.476387, RMSE: 120,047,829,480.493866, R2: -79,087,627,905,156,460,194,029,371,392. – 0:00:02.060932 – 25.76 KB
[4,700] MAE: 28,289,161,512.308914, RMSE: 119,523,501,543.354919, R2: -79,023,123,744,634,809,268,138,147,840. – 0:00:02.105612 – 25.76 KB
[4,800] MAE: 27,953,392,959.014458, RMSE: 118,296,414,137.031845, R2: -78,463,489,040,720,286,368,210,616,320. – 0:00:02.150283 – 25.76 KB
[4,900] MAE: 27,498,772,444.57003, RMSE: 117,087,822,571.033005, R2: -78,046,994,533,601,024,290,716,647,424. – 0:00:02.195013 – 25.76 KB
[5,000] MAE: 27,012,328,139.375259, RMSE: 115,912,500,539.025284, R2: -77,527,395,741,298,911,228,660,285,440. – 0:00:02.239776 – 25.76 KB
[5,100] MAE: 26,522,633,109.157764, RMSE: 114,771,094,424.561829, R2: -76,414,874,154,760,422,258,976,489,472. – 0:00:02.284505 – 25.76 KB
[5,200] MAE: 26,055,613,327.039673, RMSE: 113,662,933,952.019699, R2: -75,205,390,336,981,807,401,562,800,128. – 0:00:02.329288 – 25.76 KB
[5,300] MAE: 25,610,005,744.705086, RMSE: 112,586,442,297.922363, R2: -74,409,629,237,704,852,102,694,567,936. – 0:00:02.373865 – 25.76 KB
[5,400] MAE: 25,179,498,591.342113, RMSE: 111,540,067,457.175079, R2: -73,668,185,661,842,173,906,183,520,256. – 0:00:02.418469 – 25.76 KB
[5,500] MAE: 24,761,694,099.515629, RMSE: 110,522,181,256.63472, R2: -72,809,979,891,651,795,934,670,487,552. – 0:00:02.462918 – 25.76 KB
[5,600] MAE: 24,361,172,006.652092, RMSE: 109,531,710,879.085815, R2: -71,744,670,091,472,278,480,490,594,304. – 0:00:02.507383 – 25.76 KB
[5,700] MAE: 23,971,185,372.158806, RMSE: 108,567,353,054.476379, R2: -70,595,426,884,810,308,634,292,518,912. – 0:00:02.551981 – 25.76 KB
[5,800] MAE: 23,587,767,474.331348, RMSE: 107,627,857,948.335571, R2: -69,647,575,833,139,872,176,382,410,752. – 0:00:02.596508 – 25.76 KB
[5,900] MAE: 23,212,080,846.568611, RMSE: 106,712,138,770.326447, R2: -68,667,846,493,189,077,314,480,111,616. – 0:00:02.641017 – 25.76 KB
[6,000] MAE: 24,637,211,381.524124, RMSE: 111,828,251,923.870468, R2: -74,067,510,321,643,747,279,334,539,264. – 0:00:02.685581 – 25.76 KB
[6,100] MAE: 25,075,353,771.879734, RMSE: 111,305,331,218.75174, R2: -72,388,808,819,660,671,727,488,204,800. – 0:00:02.730153 – 25.76 KB
[6,200] MAE: 25,216,782,107.804924, RMSE: 110,710,795,107.786133, R2: -71,281,018,854,844,454,667,951,276,032. – 0:00:02.774749 – 25.76 KB
[6,300] MAE: 25,124,804,384.378677, RMSE: 109,921,408,671.734818, R2: -70,611,399,750,863,277,667,244,834,816. – 0:00:02.819263 – 25.76 KB
[6,400] MAE: 24,806,869,205.259808, RMSE: 109,062,292,099.294159, R2: -70,235,559,115,905,693,499,544,043,520. – 0:00:02.863816 – 25.76 KB
[6,500] MAE: 24,463,942,310.390553, RMSE: 108,220,921,495.905106, R2: -69,095,192,938,090,204,743,218,495,488. – 0:00:02.908384 – 25.76 KB
[6,600] MAE: 24,133,287,639.282871, RMSE: 107,398,740,988.231461, R2: -68,079,962,329,040,053,065,348,022,272. – 0:00:02.953023 – 25.76 KB
[6,700] MAE: 26,562,774,468.492409, RMSE: 201,033,974,608.394165, R2: -236,570,311,705,096,122,193,644,879,872. – 0:00:02.997551 – 25.76 KB
[6,800] MAE: 27,040,778,958.075409, RMSE: 200,106,044,459.089752, R2: -231,690,765,098,281,148,964,493,328,384. – 0:00:03.042088 – 25.76 KB
[6,900] MAE: 26,847,834,845.659233, RMSE: 198,666,733,938.603516, R2: -228,700,123,157,093,033,791,337,791,488. – 0:00:03.086716 – 25.76 KB
[7,000] MAE: 26,555,678,236.753448, RMSE: 197,245,061,295.414429, R2: -226,620,674,851,681,873,748,236,959,744. – 0:00:03.131276 – 25.76 KB
