,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,197,74,123,123,0,8,100000.0
1,155,60,95,95,0,8,100000.0
2,204,75,129,129,0,7,100000.0
3,196,74,122,122,0,8,100000.0
4,195,71,124,124,0,7,100000.0
