,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,63,31,32,32,0,10,15600.0
1,81,40,41,41,0,9,15600.0
2,71,35,36,36,0,9,15600.0
3,77,38,39,39,0,10,15600.0
4,77,38,39,39,0,10,15600.0
