,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,219,48,171,171,0,8,20500.0
1,173,46,127,127,0,8,20500.0
2,167,46,121,121,0,9,20500.0
3,179,48,131,131,0,8,20500.0
4,170,44,126,126,0,8,20500.0
