,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,89,61,28,28,0,15,100000.0
1,86,57,29,29,0,14,100000.0
2,86,55,31,31,0,13,100000.0
3,89,55,34,34,0,14,100000.0
4,83,55,28,28,0,14,100000.0
