,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,49,24,25,25,0,9,8192.0
1,53,26,27,27,0,9,8192.0
2,49,24,25,25,0,9,8192.0
3,51,25,26,26,0,11,8192.0
4,47,23,24,24,0,9,8192.0
