,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,65,32,33,33,0,11,15600.0
1,55,27,28,28,0,11,15600.0
2,71,35,36,36,0,11,15600.0
3,61,30,31,31,0,11,15600.0
4,69,34,35,35,0,10,15600.0
