,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,119,59,60,60,0,13,22784.0
1,133,66,67,67,0,15,22784.0
2,121,60,61,61,0,17,22784.0
3,107,53,54,54,0,15,22784.0
4,129,64,65,65,0,16,22784.0
