,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,73,36,37,37,0,11,17379.0
1,43,21,22,22,0,10,17379.0
2,79,39,40,40,0,11,17379.0
3,65,32,33,33,0,9,17379.0
4,87,43,44,44,0,11,17379.0
