,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,13,6,7,7,0,6,4977.0
1,11,5,6,6,0,5,4977.0
2,11,5,6,6,0,5,4977.0
3,13,6,7,7,0,6,4977.0
4,11,5,6,6,0,5,4977.0
