,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,33,9,24,24,0,5,4977.0
1,33,9,24,24,0,5,4977.0
2,29,7,22,22,0,4,4977.0
3,31,8,23,23,0,5,4977.0
4,33,9,24,24,0,5,4977.0
