,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,29,14,15,15,0,9,5298.0
1,29,14,15,15,0,8,5298.0
2,23,11,12,12,0,7,5298.0
3,35,17,18,18,0,8,5298.0
4,31,15,16,16,0,8,5298.0
