,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,241,81,160,160,0,11,48204.0
1,224,79,145,145,0,10,48204.0
2,261,93,168,168,0,12,48204.0
3,270,94,176,176,0,9,48204.0
4,237,81,156,156,0,10,48204.0
