,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,65,32,33,33,0,12,15600.0
1,55,27,28,28,0,11,15600.0
2,67,33,34,34,0,9,15600.0
3,59,29,30,30,0,11,15600.0
4,65,32,33,33,0,11,15600.0
