,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,221,110,111,111,0,13,48204.0
1,203,101,102,102,0,15,48204.0
2,191,95,96,96,0,14,48204.0
3,213,106,107,107,0,15,48204.0
4,199,99,100,100,0,16,48204.0
