,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,51,25,26,26,0,11,8192.0
1,61,30,31,31,0,9,8192.0
2,45,22,23,23,0,8,8192.0
3,51,25,26,26,0,11,8192.0
4,51,25,26,26,0,8,8192.0
