,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,503,251,252,252,0,16,100000.0
1,507,253,254,254,0,16,100000.0
2,491,245,246,246,0,17,100000.0
3,491,245,246,246,0,15,100000.0
4,501,250,251,251,0,17,100000.0
