,n_samples,MAE,RMSE,R2,time_learning,time_predicting,memory,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,999,20.345870620881445,37.926233934932554,-0.013637816773392375,0.17163681983947754,0.06698846817016602,0.6128082275390625,3,1,2,2,0,2,1000.0
1,1999,21.584537355538515,43.06024518741499,-0.013137979057628923,0.31681084632873535,0.12395787239074707,1.0134239196777344,13,4,9,9,0,4,2000.0
2,2999,20.819606776125017,40.072922528860275,-0.024625236370919845,0.4483811855316162,0.18103933334350586,2.178447723388672,25,6,19,19,0,4,3000.0
3,3999,21.00716809384247,45.07070570650308,-0.018446142342792626,0.5872628688812256,0.29554224014282227,3.072040557861328,33,8,25,25,0,4,4000.0
4,4999,20.479610052738376,42.54478318993085,-0.018579699690858487,0.7268869876861572,0.35163164138793945,3.4559783935546875,39,11,28,28,0,4,5000.0
5,5999,20.137863473769563,41.07561357111902,-0.018378057376085444,0.8738458156585693,0.409259557723999,4.420047760009766,60,15,45,45,0,5,6000.0
6,6999,20.08902753424094,39.962545381306136,-0.016764574178337988,1.0165581703186035,0.46566295623779297,4.996685028076172,74,19,55,55,0,6,7000.0
7,7999,20.293124183334587,39.34559179526543,-0.011788065124652247,1.197256088256836,0.5449526309967041,6.06414794921875,85,21,64,64,0,6,8000.0
8,8999,20.679990073004564,39.486710002933336,-0.007085283962467548,1.335846185684204,0.6047060489654541,7.013889312744141,96,23,73,73,0,6,9000.0
9,9999,21.213467050109987,40.07878974680473,-0.0003742594639934982,1.5608999729156494,0.6729919910430908,7.4709625244140625,106,26,80,80,0,6,10000.0
10,10999,21.492714187531288,39.837157542648335,0.00041267815551315756,1.6967594623565674,0.733710527420044,8.132453918457031,110,28,82,82,0,6,11000.0
11,11999,21.719527783309825,39.53672949447572,0.0039155731655489134,1.8456828594207764,0.7953033447265625,8.653541564941406,128,32,96,96,0,7,12000.0
12,12999,22.27368678649161,40.83010472858067,0.008593129654251408,1.9753494262695312,0.85459303855896,9.582355499267578,140,34,106,106,0,7,13000.0
13,13999,22.82398694221535,41.24422023758092,0.01997264633668161,2.100790023803711,0.9141097068786621,10.719497680664062,153,35,118,118,0,7,14000.0
14,14999,23.331842809959284,41.60978834006947,0.027754882141943105,2.2476096153259277,0.9730279445648193,11.31149673461914,163,37,126,126,0,7,15000.0
15,15999,23.550000157349864,41.48227760205125,0.032292155010197,2.4268970489501953,1.0451905727386475,11.922420501708984,188,41,147,147,0,8,16000.0
16,16999,23.891792231039155,41.852518852123374,0.039098750176985164,2.631889581680298,1.1084976196289062,12.859737396240234,189,41,148,148,0,8,17000.0
17,17999,24.132415780784044,41.74719608653028,0.04225846211749362,2.840980291366577,1.1933155059814453,13.153419494628906,197,45,152,152,0,8,18000.0
18,18999,24.136618499456258,41.45282302897622,0.040358710318556756,2.9807751178741455,1.2542216777801514,13.97030258178711,207,48,159,159,0,8,19000.0
19,19999,23.815487717847077,41.07305031722992,0.03996231210822099,3.113809108734131,1.3165581226348877,16.038097381591797,238,49,189,189,0,8,20000.0
20,20999,23.38106250419425,40.68929876853794,0.04115354999941634,3.251328945159912,1.377624273300171,17.20269775390625,248,51,197,197,0,8,21000.0
