,n_samples,MAE,RMSE,R2,time_learning,time_predicting,memory,n_nodes,n_branches,n_leaves,n_active_leaves,n_inactive_leaves,height,total_observed_weight
0,999,19.87467613477872,38.00657329860363,-0.017936755047596176,0.4986271858215332,0.05487847328186035,0.6950464248657227,3,1,2,2,0,2,1000.0
1,1999,20.88562719988493,42.952222813423504,-0.008061171212781826,1.1287732124328613,0.10615682601928711,0.7544641494750977,3,1,2,2,0,2,2000.0
2,2999,20.104384569232636,39.64382539051783,-0.002799535132529174,1.6126954555511475,0.15741586685180664,1.4075746536254883,16,2,14,14,0,3,3000.0
3,3999,20.33213749278216,44.59214011894246,0.00306697451949145,2.0538203716278076,0.20871901512145996,2.5804948806762695,16,2,14,14,0,3,4000.0
4,4999,19.88561207962757,42.07576906639284,0.003754179523012935,2.508697032928467,0.3014841079711914,3.7063722610473633,16,2,14,14,0,3,5000.0
5,5999,19.51552304269684,40.61815307574654,0.0041790512342650965,3.086296558380127,0.3533213138580322,3.6309709548950195,19,3,16,16,0,3,6000.0
6,6999,19.464098173541196,39.52555070484074,0.0053507017567312465,3.655155897140503,0.40644264221191406,3.715336799621582,20,4,16,16,0,4,7000.0
7,7999,19.66388337671361,39.00550207283877,0.005627435380718748,4.355443954467773,0.5135817527770996,3.808079719543457,20,4,16,16,0,4,8000.0
8,8999,20.03666580941256,39.17855631611896,0.008571938955022729,5.0335304737091064,0.5764729976654053,3.8386354446411133,22,5,17,17,0,4,9000.0
9,9999,20.58831254601793,39.817332965099105,0.012635190226126136,5.617243051528931,0.6338818073272705,4.399991035461426,22,5,17,17,0,4,10000.0
10,10999,20.736933867436978,39.446366557744305,0.01992781205383143,6.2474024295806885,0.6908366680145264,4.338620185852051,26,7,19,19,0,5,11000.0
11,11999,20.879453953372042,39.08437516974242,0.026578320448032544,6.904834270477295,0.7518393993377686,4.306424140930176,27,8,19,19,0,6,12000.0
12,12999,21.38055551863775,40.26313856958363,0.035935284860130645,7.55418062210083,0.8077914714813232,4.4283952713012695,27,8,19,19,0,6,13000.0
13,13999,21.893650912743826,40.61566098386248,0.04961613666373976,8.27038836479187,0.8638989925384521,4.497235298156738,27,8,19,19,0,6,14000.0
14,14999,22.366524504214937,41.00998286971977,0.055582701020685854,8.930835008621216,0.9195406436920166,4.585789680480957,27,8,19,19,0,6,15000.0
15,15999,22.560703860453145,40.890542482696716,0.05970350057836982,9.600197076797485,0.975928544998169,4.6089677810668945,27,8,19,19,0,6,16000.0
16,16999,22.90171812120823,41.259911379375076,0.06611771226131857,10.034642219543457,1.083540678024292,5.558316230773926,28,9,19,19,0,7,17000.0
17,17999,23.231761875731827,41.24273321069029,0.06526484301958224,10.759100198745728,1.1392288208007812,5.085423469543457,28,9,19,19,0,7,18000.0
18,18999,23.292962631271955,40.94470036487552,0.06374080560085549,11.298519372940063,1.1964671611785889,5.025479316711426,31,11,20,20,0,8,19000.0
19,19999,23.430777744610157,40.816545000455534,0.05191593262022909,11.887485027313232,1.253525972366333,5.641240119934082,31,11,20,20,0,8,20000.0
20,20999,23.40847814950948,40.70318198378756,0.040499120305651615,12.661580324172974,1.3099949359893799,4.665631294250488,33,12,21,21,0,8,21000.0
21,21999,23.277916101534444,40.30699909636474,0.03504279482251127,13.203397750854492,1.4200456142425537,5.1988115310668945,33,12,21,21,0,8,22000.0
22,22999,23.104531449917797,40.07684563949635,0.03275193544662047,13.696902990341187,1.4775044918060303,5.605618476867676,35,13,22,22,0,9,23000.0
23,23999,22.883063278091583,39.60550888326412,0.0317405889034893,14.318174362182617,1.535954236984253,5.676541328430176,35,13,22,22,0,9,24000.0
24,24999,22.668046551291017,39.21314221806156,0.029882506882076276,14.816542148590088,1.594287633895874,6.746197700500488,35,13,22,22,0,9,25000.0
25,25999,22.515391826458785,38.94049300791695,0.026644779039666,15.586402893066406,1.6525769233703613,5.6689348220825195,36,14,22,22,0,10,26000.0
26,26999,22.3976507785829,38.64227215431018,0.023574843181185967,16.28690457344055,1.71217942237854,5.633633613586426,36,14,22,22,0,10,27000.0
27,27999,22.255285244356106,38.36181135939044,0.02249608318361873,16.828542232513428,1.7703683376312256,6.173352241516113,36,14,22,22,0,10,28000.0
28,28999,22.126541437926264,38.23778858432603,0.02142008789236971,17.47377634048462,1.8304803371429443,6.137059211730957,37,15,22,22,0,11,29000.0
29,29999,22.000627834302573,37.93734599710161,0.022193799650218282,17.97499704360962,1.8886497020721436,6.7352800369262695,39,16,23,23,0,11,30000.0
30,30999,21.905931220350297,38.03292327969831,0.02369233851212027,18.811340808868408,1.9481456279754639,5.757847785949707,39,16,23,23,0,11,31000.0
31,31999,21.799584099892364,37.774046063978204,0.023619706038240817,19.38685655593872,2.011134624481201,6.217709541320801,40,17,23,23,0,12,32000.0
32,32999,21.7459777483536,37.64739829871916,0.023525296100258886,20.118272304534912,2.0715863704681396,5.762692451477051,40,17,23,23,0,12,33000.0
33,33999,21.683902727996955,37.47267422154832,0.023419829804883774,20.6672146320343,2.131333589553833,6.296574592590332,40,17,23,23,0,12,34000.0
34,34999,21.634989040170105,37.34193205777538,0.023270743650723902,21.41733479499817,2.1915817260742188,5.720738410949707,41,18,23,23,0,13,35000.0
35,35999,21.630124452807678,37.21434470861422,0.023048285561051762,22.14894723892212,2.2521800994873047,5.298069953918457,41,18,23,23,0,13,36000.0
36,36999,21.585147744171913,37.047712444323146,0.023145309485196996,22.598755598068237,2.3120715618133545,6.3717851638793945,41,18,23,23,0,13,37000.0
37,37999,21.555904187732896,36.86081479781561,0.022707182880162824,23.28268837928772,2.430354118347168,5.777279853820801,42,19,23,23,0,14,38000.0
38,38999,21.5011550591125,36.68793143450739,0.022601807259707063,23.913475513458252,2.4915292263031006,5.829228401184082,42,19,23,23,0,14,39000.0
39,39999,21.423999152801457,36.493377190265996,0.022868598821548458,24.48699188232422,2.564225912094116,6.364834785461426,42,19,23,23,0,14,40000.0
40,40999,21.329359173173746,36.36381034956911,0.022085223818040678,25.24411916732788,2.632254123687744,6.466992378234863,45,20,25,25,0,14,41000.0
41,41999,21.20474101043111,36.13422882308678,0.020747379907598118,25.903398990631104,2.6940088272094727,6.569684028625488,45,20,25,25,0,14,42000.0
42,42999,21.062943746437355,35.90826465918883,0.02105751671455658,26.64955711364746,2.7540442943573,6.055508613586426,48,21,27,27,0,14,43000.0
43,43999,20.907893089138057,35.65607758988105,0.021406165043201586,27.2834894657135,2.8126943111419678,6.164608955383301,48,21,27,27,0,14,44000.0
44,44999,20.77825604480003,35.44711551814915,0.022148188487258302,27.984198570251465,2.8732688426971436,6.155407905578613,48,21,27,27,0,14,45000.0
45,45999,20.635231145868417,35.19765310909597,0.022447803342792394,28.632367372512817,2.9316186904907227,6.109936714172363,48,21,27,27,0,14,46000.0
46,46999,20.512805052275077,34.9875072774824,0.022125155299064336,29.26855230331421,2.99145245552063,6.126255989074707,48,21,27,27,0,14,47000.0
47,47999,20.40969066260522,34.87239532879932,0.021690473982900027,29.860654592514038,3.051290273666382,6.750103950500488,48,21,27,27,0,14,48000.0
48,48999,20.344388662114454,34.85651497248627,0.02126240072230645,30.415083169937134,3.111300230026245,6.442753791809082,51,23,28,28,0,14,49000.0
49,49999,20.25923053705972,34.80996333651808,0.021522111761940077,30.96734094619751,3.171138048171997,7.0091447830200195,52,24,28,28,0,14,50000.0
50,50999,20.197412709995827,34.73079477311281,0.023308264583628446,31.611330032348633,3.2311267852783203,7.0781450271606445,52,24,28,28,0,14,51000.0
51,51999,20.15652374099384,34.620848180592155,0.02451047401456985,32.34590792655945,3.2907421588897705,6.614758491516113,52,24,28,28,0,14,52000.0
52,52999,20.09056948252507,34.493501226807076,0.025025801185081686,32.94788146018982,3.3503966331481934,7.167477607727051,52,24,28,28,0,14,53000.0
53,53999,20.063259924355613,34.45187287198042,0.0249221944543474,33.49723291397095,3.4109935760498047,7.696141242980957,52,24,28,28,0,14,54000.0
54,54999,20.04109265090725,34.38759301965415,0.02579985876545343,34.25349140167236,3.4732935428619385,7.1588029861450195,52,24,28,28,0,14,55000.0
55,55999,20.037895519451144,34.34602406711384,0.0266220841513658,34.70860195159912,3.594766616821289,8.196110725402832,52,24,28,28,0,14,56000.0
56,56999,20.031683434873464,34.29418522259322,0.02694127207683772,35.304826974868774,3.6550087928771973,8.315629005432129,98,25,73,73,0,14,57000.0
57,57999,20.035640375213713,34.251818677684334,0.026912387873230803,35.90969514846802,3.7148854732513428,8.318215370178223,99,26,73,73,0,14,58000.0
58,58999,20.030485500106025,34.17641766454959,0.02737597381038026,36.460349798202515,3.775960683822632,9.066147804260254,115,27,88,88,0,14,59000.0
59,59999,20.04234355361257,34.12656229759703,0.027229999145064077,36.8536581993103,3.83756160736084,10.25063419342041,119,28,91,91,0,14,60000.0
60,60999,20.064358528707196,34.24457308464049,0.02705262197247016,37.26554822921753,3.897773027420044,11.921128273010254,120,28,92,92,0,14,61000.0
61,61999,20.00570070766739,34.13809415993173,0.026646907590255675,37.74138784408569,3.9572927951812744,12.603264808654785,124,29,95,95,0,14,62000.0
62,62999,19.93892733869654,34.06587064581439,0.02568029994053056,38.368579626083374,4.016183137893677,12.701165199279785,124,29,95,95,0,14,63000.0
63,63999,19.869877723165672,34.007926474045846,0.025393662707408948,39.06666541099548,4.076035261154175,12.940499305725098,124,29,95,95,0,14,64000.0
64,64999,19.801000410883706,33.8782374833241,0.024504833205378218,39.60224890708923,4.134923934936523,13.608124732971191,124,29,95,95,0,14,65000.0
65,65999,19.77434120660701,33.8663813889758,0.023891828666634973,40.28158211708069,4.2037293910980225,13.740548133850098,124,29,95,95,0,14,66000.0
66,66999,19.76306916659486,33.91885173237171,0.022985977350156506,40.97218680381775,4.354438543319702,13.847527503967285,124,29,95,95,0,14,67000.0
67,67999,19.751370036413565,33.88469289735479,0.02184336009174137,41.44394135475159,4.415106773376465,14.115311622619629,127,31,96,96,0,14,68000.0
68,68999,19.811670121976327,33.97716955263384,0.021205426903952995,42.3969464302063,4.476777791976929,12.339295387268066,130,33,97,97,0,14,69000.0
69,69999,19.88525369582151,34.324418038830274,0.020588779732161888,42.908064126968384,4.53825831413269,12.815781593322754,132,34,98,98,0,14,70000.0
70,70999,19.967869013558794,34.498119246813374,0.025314959418006655,43.52247476577759,4.600964069366455,12.770302772521973,134,35,99,99,0,14,71000.0
71,71999,20.072448926420726,34.67492073158882,0.029660449709150605,44.15929913520813,4.66491961479187,13.46712589263916,134,35,99,99,0,14,72000.0
72,72999,20.164964807625402,35.05478174419849,0.02985279568004151,44.77546215057373,4.726707696914673,13.468316078186035,138,36,102,102,0,14,73000.0
73,73999,20.24791689881824,35.27969058108399,0.035437376311060254,45.34410810470581,4.788604021072388,14.02358341217041,138,36,102,102,0,14,74000.0
74,74999,20.345574423182,35.41587976386209,0.037009535645824654,46.00972533226013,4.85044264793396,13.925950050354004,143,38,105,105,0,14,75000.0
75,75999,20.455318163265705,35.54938307583417,0.03855715787577352,46.77931070327759,4.9129369258880615,13.491814613342285,143,38,105,105,0,14,76000.0
76,76999,20.612722727764137,36.02834217823534,0.03768405635699357,47.62516236305237,4.97564959526062,13.030762672424316,143,38,105,105,0,14,77000.0
77,77999,20.765051995735732,36.227283569400086,0.038629175679986805,48.1499502658844,5.03802752494812,13.457154273986816,144,39,105,105,0,15,78000.0
78,78999,20.893432513361255,36.377245730322336,0.03932567039139112,48.90194487571716,5.102166652679443,13.019387245178223,144,39,105,105,0,15,79000.0
79,79999,21.037183922872448,36.51421595144071,0.03917225503622823,49.545963287353516,5.1662821769714355,13.59060001373291,144,39,105,105,0,15,80000.0
80,80999,21.136909776021167,36.581500065703345,0.039589521320951615,50.20400261878967,5.229197263717651,13.606423377990723,144,39,105,105,0,15,81000.0
81,81999,21.144124275528327,36.5755581368295,0.038579270762435836,50.45033144950867,5.2895495891571045,15.288849830627441,156,41,115,115,0,15,82000.0
82,82999,21.117938897796364,36.56443142843441,0.03797452516742106,50.934967041015625,5.349632501602173,16.537056922912598,170,42,128,128,0,15,83000.0
83,83999,21.063625581337284,36.45002798294249,0.03820658464654436,51.18220353126526,5.409916400909424,18.801323890686035,170,42,128,128,0,15,84000.0
84,84999,21.027405948361334,36.36627674401115,0.03827400666763825,51.879586696624756,5.469801902770996,18.40097141265869,172,43,129,129,0,15,85000.0
85,85999,21.033073310008426,36.40590641420691,0.03835311955579779,52.14507269859314,5.638735771179199,19.948227882385254,176,45,131,131,0,15,86000.0
86,86999,21.013399107304316,36.3525010514839,0.038071303629662934,52.558499813079834,5.700029134750366,20.524819374084473,183,48,135,135,0,15,87000.0
87,87999,21.053587995049472,36.406444845233466,0.038468931256072314,53.00780916213989,5.7616071701049805,21.784539222717285,183,48,135,135,0,15,88000.0
88,88999,21.086830640412614,36.46074235018013,0.03878666730716518,53.73590397834778,5.823206901550293,21.860100746154785,186,49,137,137,0,15,89000.0
89,89999,21.137672557704583,36.507790366063745,0.03939240532546895,54.099461793899536,5.884244441986084,23.508728981018066,186,49,137,137,0,15,90000.0
90,90999,21.19601535911991,36.58011895139918,0.039716467049345616,54.71756076812744,5.9472739696502686,23.508164405822754,188,50,138,138,0,15,91000.0
91,91999,21.26727008067721,36.684989326418446,0.04148265691117847,55.511752128601074,6.010521411895752,23.587265968322754,188,50,138,138,0,15,92000.0
92,92999,21.367161134435037,36.898736535738664,0.0434026044546828,55.91827893257141,6.072131872177124,24.766419410705566,190,51,139,139,0,15,93000.0
93,93999,21.451007769283436,37.02058055035162,0.044408805987802835,56.572383403778076,6.137537002563477,25.315674781799316,190,51,139,139,0,15,94000.0
94,94999,21.523068559375638,37.095103891012975,0.04530981281202273,57.4734890460968,6.337686538696289,23.672402381896973,193,53,140,140,0,15,95000.0
95,95999,21.62289860922065,37.239554086182785,0.04723910844277146,58.320168018341064,6.400548458099365,22.88356876373291,193,53,140,140,0,15,96000.0
96,96999,21.734687366495685,37.384773807609314,0.04858787919749852,58.795100927352905,6.463016986846924,23.983025550842285,193,53,140,140,0,15,97000.0
97,97999,21.861529363291368,37.68955666963863,0.04938148641717177,59.421478033065796,6.525890350341797,24.01168155670166,195,54,141,141,0,15,98000.0
98,98999,21.972786298820047,37.83923218818999,0.050542716362896645,60.08755016326904,6.589800119400024,24.42733860015869,197,55,142,142,0,15,99000.0
99,99999,22.096371795045226,38.00900330665247,0.051979582148341974,60.65962052345276,6.65572190284729,25.06527805328369,197,55,142,142,0,15,100000.0
100,100999,22.196559842782616,38.10422867799697,0.05243368366787937,61.29967403411865,6.720547199249268,25.277222633361816,199,56,143,143,0,15,101000.0
101,101999,22.25389178985716,38.135294987493026,0.051840920030662097,62.108392000198364,6.783297777175903,25.454880714416504,205,56,149,149,0,15,102000.0
102,102999,22.237823568402614,38.081408380681445,0.0510369148745643,62.62131905555725,6.844237565994263,26.05165958404541,207,57,150,150,0,15,103000.0
103,103999,22.226153049358555,38.08505865878803,0.05029942602496862,63.07719278335571,6.9050068855285645,27.210068702697754,207,57,150,150,0,15,104000.0
104,104999,22.193695290477525,38.05236760451859,0.04978280864668805,63.64842438697815,6.966633081436157,27.28225803375244,211,59,152,152,0,15,105000.0
105,105999,22.158307856183416,37.98839606512561,0.04973784460362474,64.32798027992249,7.186074256896973,27.316475868225098,213,60,153,153,0,15,106000.0
106,106999,22.116389141908726,37.91359258570404,0.04945571521266867,64.84779262542725,7.2477850914001465,27.88807773590088,215,61,154,154,0,15,107000.0
107,107999,22.07153624268736,37.81498688480241,0.04920703933198667,65.32562804222107,7.309176445007324,28.964356422424316,215,61,154,154,0,15,108000.0
108,108999,22.04681805948724,37.89931155174141,0.048389949906586405,65.84885048866272,7.371538162231445,29.45211887359619,216,62,154,154,0,15,109000.0
109,109999,22.007765948160646,37.82993404928143,0.04833674275152455,66.59221363067627,7.435024261474609,29.38631534576416,219,64,155,155,0,15,110000.0
110,110999,21.980177624854157,37.75789008197758,0.04817989450527882,67.06202793121338,7.4977123737335205,30.10464572906494,221,65,156,156,0,15,111000.0
111,111999,21.960748050190332,37.81662678903185,0.04806034682873894,67.74870014190674,7.561059474945068,30.180901527404785,221,65,156,156,0,15,112000.0
112,112999,21.936313360793157,37.74700554683714,0.047839578327729115,68.72939205169678,7.625207901000977,28.742966651916504,221,65,156,156,0,15,113000.0
113,113999,21.914393416399548,37.6948493272548,0.04769881524453212,69.30984306335449,7.689347267150879,29.291359901428223,221,65,156,156,0,15,114000.0
